CLASS-NAME,  STUDENTS ID, LAST NAME, FIRST NAME,   ANSWERS, LETTER GRADE,   NUMBER OF CORRECT ANSWERS,   NUMBER OF FALSE ANSWERS, NUMBER OF BLANKS, TOTAL POINTS 
cs-250 , 18597 , HNMPZJAW     , PWPLADWRQ    , BCBCBCCCBBBCAAAAACAACACABABBBBACBBBCABBAAACABCACBBBBBCACBACBABACAAABBBACCBBBCBACAACBAAACCCCBAACACBCA, C , 32, 68, 0 , 68.00
cs-250 , 15325 , XBDIOT       , DFLEDL       , AABABABBCAAAACBCABCCCBAABACAAAACCABCABBCBBBCACBCABACCABCACBCCAACABAABCCCBAAABBAAAAAAACCABBCABABABACB, C , 36, 64, 0 , 74.00
cs-250 , 10811 , EPUZFJWNMC   , LCIFTCAZX    , CCCCBACCBBBABABBAAACCCACBCACCACCBBBABCBCBBCCBACCCCABB ABBCBACAAABBCCBACCACBBACACCBAAACAABCABCACAACBA, C , 35, 64, 1 , 73.00
cs-250 , 19248 , NWAKPQF      , PCNZOGY      , CACCBACCBBABAABACCBBABAABBBBCCABBBCCCABBABBCBBACBAACACACBBAAACBCCACAACACBBABBCCBACCACB  AAACBBABABBA, B , 39, 59, 2 , 79.50
cs-250 , 18224 , FVGHSEEG     , ZQIYTUZQ     , BABAACACCBBBCCAACACCABCBBAAABCAACBACCCCACCCACCBACACC BAABCACBBCCBACCBCAABABAACBABACCCABCABBCCBBBBBBA, C , 32, 67, 1 , 68.50
cs-250 , 19591 , QXBBZQN      , SQJPAJW      , ACCBBBACAABBBBB CBCABCAABBBBBACBCBABBABCBABABCBCBABCAACBBBAABCBBBBACBAACBCCCAACABCAAAABBBAAAACBBACAA, B , 39, 60, 1 , 79.00
cs-250 , 15860 , MNABRSI      , IJQSVE       , BAACAABACBAACCBCBBBBABBBBABCCBAACBBBCAAAAACBBBABACCABBCAAAABCAACCCBBCCCABABBBBCBABCACCABBAABAAAACAAB, B , 38, 62, 0 , 77.00
cs-250 , 10594 , XZMSXJHI     , YPLPMYAPK    , BCAABCCACBCCCCACBCCACABBBACACBBCCBBCCBAACABABCACCBCCCBA ACAACBBCABBACBBCBCBACABCAAABCC ACBCBCABABABB, C , 31, 67, 2 , 67.50
cs-250 , 10323 , RVGBNRHY     , UGQHY        , ABBBBABBBBCCBCBCCACCBBBABABBBAABABACCBCABACBACBABBBBABAABBCABBABBBAACBCCCAAB BBBBBBBBBCBCBCCBABBCABA, C , 30, 69, 1 , 65.50
cs-250 , 12051 , OKACW        , JXNVQZ       , AAACBCACCBACBCBBCBCACABCBBCBCCBCBBACCACAACBCBCBCAABCBCBCAACCCAAAAABABCCAABCCACCAACBBBBCBABACAABCCCAB, D , 27, 73, 0 , 60.50
cs-250 , 15166 , EMBWSFLQGV   , BAPWAG       ,  CAABABCBABACBBABCCCBAACAAABBABCBCBAABABBCCACBABBBABBCBCABAAABCACACBBBCCACCCBBACAAACABBAABCACBCCCCCA, B , 38, 61, 1 , 77.50
cs-250 , 14006 , JKXFHGCRYKQM , NKWHYAS      , ACBCBCBCBBCABCBBBAACBBAAACABACAAAAACA ABBCCCBCAABBCAABCCACABCAAACBCBCABAAABABABACABBABCCAABCBBCBBBBA, C , 31, 68, 1 , 67.00
cs-250 , 16209 , TSRNH        , SAOFTENW     , BCCCACBAAABBCCA CCCACCACABAAABAACCCCBBBCBCCCAACBABABABACBAACABCCBCBBACBCBCBBABBBBABCAAACBAABBCCAACCA, C , 34, 65, 1 , 71.50
cs-250 , 12747 , DISFU        , TFGWV        , BCABBCABCAAABCBABCABBCBBBBCACCCABCBBBBABCCBCAAAACCBCBCABAACBCCCBACAACBCBBBABABBABBABCCCBAACCBCCBCABA, C , 36, 64, 0 , 74.00
cs-250 , 15534 , DCKIKOY      , SJVOLBBA     , BBABAACCBABABBACACABCBCBBBBAABBAABAAAAAACBACBCAAABBAC ABCCBBBBCAACAABACAACCAACACCABCBBBBC BBBCBACACB, C , 34, 64, 2 , 72.00
cs-250 , 13775 , YTIBNZPHTI   , FBAIJYY      , BBAA CAABAACABABABAABCCAAABCAAACBCCCBAAAABAACBAAAC BCBCBBAABBBAACCCCBAACBCCBBBBCABCAABCAACABABAAABCC, C , 34, 64, 2 , 72.00
cs-250 , 12689 , LSCEWEEMK    , RFUWYR       , BCBABBBBABCABBAACBACCAABBCCCBABBCBABAABAACCCABCBBACBABCBABBBACCCAAACBBCACACBCBBACBBBBBBAACAABBCCACAB, B , 37, 63, 0 , 75.50
cs-250 , 11545 , RZIMEOIA     , QGMSP        , BBBABBAAAABBBABACBBBCCBABBCBACBBABCBCABAAABCBCABAABABCAAAACAACAABABCBACCBBACCBBABCBCACBACCBBCBCCCBAC, C , 34, 66, 0 , 71.00
cs-250 , 11014 , MYVFDOA      , EAELODJS     , CBCAAAABCA  ABABAABACBCCAACBACCACACBBCBABCBBAABBACCCAACBBCBCABBCCBBCBBBC AABBCBCCAACC CBABBACACCACCA, D , 28, 68, 4 , 64.00
cs-250 , 10690 , UDCQAERCK    , KIGLJYSO     , ACCBACCBCACBCAACBBCBBCBABCCCCCCBABABBBCBBCABACCBCCCCAABCACBABCAACCBCACCAAA BABBACBBBCBCACCCACCBAABCA, B , 39, 60, 1 , 79.00
cs-250 , 17541 , AYKQRBVVJ    , KJBZR        , ACAAABBBCBCCB B BACBBBABBCBCAACBAAACABCAAACCCBBBCABABCAACCBAAACBAAABACBCCCBCCACABCBBCAAABBCCBBCBABAA, C , 35, 63, 2 , 73.50
cs-250 , 13210 , NEGKABLMB    , KTJORBJ      , BBBCBCACBBBACBBBCBCCABABBCAACCACBBBBBBCCBBABCACCCBACCCABCBACCABAACAACCCBBBBACBBACBABABBAAAAAACCAABBC, A , 44, 56, 0 , 86.00
cs-250 , 15119 , QKSSZKBW     , ADZRCNCS     , AAAABBCABABCCB ABABCBCACBCCBAABCBBBCACCACBCCCBABCBBCABCACCABBBAC ACCCCCCBBCABCBBCCBCCBCACCBACCBAACBA, B , 38, 60, 2 , 78.00
cs-250 , 19673 , EYUKEQ       , LHNQLN       , BACABBBBCABCBCBAACBABACAAABCAABCCACACACCCBBCBBCBCCABABCCBABCAABBBABCCBCCCAAACCCCAACCABABBCCACCBABACA, D , 25, 75, 0 , 57.50
cs-250 , 15563 , JKXSAPZN     , MBCACP       , BABBABBCCABCCCABBABAAAAABCCBCBCBCBBCBBACCBABACBCBCCBCAAACCBBABCAAACAABCBCCABCCCCBCCACBBACBACACCCBCBA, B , 37, 63, 0 , 75.50
cs-250 , 19331 , NJMKYPIB     , PTBKHUCK     , ACCCBABCBACBACBCCA BACAAABBBBABBACBBCABABACBBABBACCBCA BACBCBCCBABBBCACCCCABCBCABCBCCBACAB ACACCCCBA, C , 32, 65, 3 , 69.50
cs-250 , 11333 , RRJZEF       , VEVGXTV      , AAACBAAACABBCAACBACBACBCACCCCBBAAACBAB BACAACACCAACBACCACBBCCACAC CCAACCBACA AACABACACBBABCAABABABAA, B , 37, 60, 3 , 77.00
cs-250 , 16620 , YGYSQ        , UYTGEMKOS    , CCCCAACCCBACCCAAACCBCACBBCCBBAA CACC BBABACBBACABCCBCCACBCBACBABCAB ACABABBAACAC BACBCCCACCCBBBCCCBC, A , 42, 54, 4 , 85.00
cs-250 , 14081 , XPUTMHBPR    , UGXTXTF      , CCCAABCACBAACBABCBAACBBBBBABCACBBACABBAACCBACCBCCCBACCBBAAABACCABACAABABBCCCABBCABCCCBBBBBCABABAACCA, C , 35, 65, 0 , 72.50
cs-250 , 19912 , QZIQYALS     , LJSIJLIV     , ABBAACBACABACAABCBACAACCABCCBBCCAACCBBAAABABBABCABACCCAABACBABCCBC BBCBBBCCABBACBABABBBABBBABABACBAB, C , 32, 67, 1 , 68.50
cs-250 , 15795 , WQAKHLBJZ    , JUWCL        , ABCABCBAABBBABABAACCCAACBBBBBCBCBACAA C BC CBCBCBCBBCABAACBBACBCACCCBCBBACCAAAACBABABABCBBBBBBBCCBCC, D , 25, 72, 3 , 59.00
cs-250 , 17405 , LOSKZXSYVDN  , HTAZLIP      , CBCABCABCABBBABBBACBBBBABBCBBACBBBCAACACAABCBAAACCCBCCBAAACACAAAACCACBACABACCCCBAABABBCCBABBCCBABCBA, C , 35, 65, 0 , 72.50
cs-250 , 11932 , ZJBPB        , SZFQHNC      , AACBBBCACBBCACBBACCCACAABBAABCAACACACCACCCCAACAAACAABBAABBACAACCACAAACCCABAABBAC BBBCCCBCBACACAABACA, C , 31, 68, 1 , 67.00
cs-250 , 15434 , EETVZ        , HJBGMUVSUO   , BCCCBACBAABCABAABA ACABCBCCBBAABAAACBCCBACAACCBCAABBBAAABCCCCCACBBBACCBABBACABBCCAACCAAABCBABAABC AB, B , 42, 56, 2 , 84.00
cs-250 , 18625 , OYQWUCJO     , MIVRFDG      , AAACBBCBCBABCBAABAABBAACBAABAACAABAACBAA BACBAAAABBBABCCBBCCCBACCABBCBCACCBAABABBBCAACBABBBCBCBCBCAB, C , 31, 68, 1 , 67.00
cs-250 , 10579 , IWOBWLMHHT   , TVJIJOLZPN   , AABABBACCBABBABBABABCCAAB BBABBBBACBCCBCAACABBBBCCACABCCACBBCBBACBBCCACCCCCBBCCBCABCACAABABBBBBCCAAA, D , 26, 73, 1 , 59.50
cs-250 , 19097 , YXYLWJ       , FXVDL        , CBBBBBBBCABBACAACAABAABABCCCBCCACCACCBBACBABBABCAACABABCBBBAACABCBBBACBBBBACBBCACABCCBAAAA CCBCACBBA, B , 40, 59, 1 , 80.50
cs-250 , 10353 , BPKSFBMMYY   , ANKKBEA      , CACCBABAABBBCABCCABCACAABBBCBCACBBBBCCACABBACBBAABAABBAAAAABCCBACABCCACBACBBACBCABCCBACCBCABCACAACAA, B , 38, 62, 0 , 77.00
cs-250 , 16699 , XAGWHCFXZ    , VHFBLBTKOAN  , ACBAACBACBCABBABCBCBCABCABAAAACACABCAACAABACBABCABAACAAACCACBAAAABCCABBBCCCBABCBCAAACCACCABACABBBBBA, C , 35, 65, 0 , 72.50
cs-250 , 16090 , AOZGMYCPLN   , XKDQJSLTY    , BCBBBABCBBBAACABCABBBBACBABCABCABBCABBAAAABBABBCCCBBCACBAAACBACCCACABBCBCCAABCCBABAABCBACBCBCCB CBCC, C , 30, 69, 1 , 65.50
cs-250 , 18869 , QKOBTEAFU    , MIKRDQ       , BBCCACBBBBBCBAAACBBCCACCACBACBBAABABACBABAAACACABACCBBBBAABBABBBAC CBABC CCBBCBBBBABCABCABCCABCAAC B, C , 32, 65, 3 , 69.50
cs-250 , 17483 , DOARDLS      , TWAPWLRH     , BCABBBACABACACACBBACCBAAABBABBCBCBAAAACAACCBAABBABCBCBAABCABBCBACACACBBCACCBBBBCABCABCCCBABBAABBBBBA, B , 38, 62, 0 , 77.00
cs-250 , 16052 , LEPUPQ       , QOANOB       , CBBABCCCCABBAAACBACCBAAAACAACABBCACBCABCABAACABBBAAACA ACBBCCABCACAB BBBBCBBCCBAAABCBCBACBBBCACBBBCA, D , 29, 69, 2 , 64.50
cs-250 , 10921 , ETFJC        , IGKJMPMEIO   , CCACABCCBABAACBBBCBBCBBBBABBACBAABCCBBBCABAAACCBCBCAABACAABCACBBCACBC ABBCCBAACBABACACBBCAABAAACAACC, C , 35, 64, 1 , 73.00
cs-250 , 15707 , NNNKVOZS     , UWBHJD       , CCCBBBBCCABCCABBCCBACABBBCC CCCBCACAABBAABCAACCBAACABBAACACCCBAABCCCBABCBCBACABABAACCCABABCCBACCCACB, C , 33, 66, 1 , 70.00
cs-250 , 15124 , LWIBRM       , NJOVIEOEHTOA , CCACBCAACA AABACBABCAAABBCBBABACBACCBACACBAACABACCCBBBCCACACBBBCCCBCABABABBAAAAABAABABCAACCACCCCABBC, B , 37, 62, 1 , 76.00
cs-250 , 17147 , CLEEB        , PKOFGQ       , AABCACCCAACAAABACCCABACBACCCCBBABBACBCACBBBBBCBBBABABBBAABCBABCCACCBCBBACABAABCABBCBBBABBAABCAAABBBA, C , 33, 67, 0 , 69.50
cs-250 , 14164 , YZTPKRLK     , ZPBNHI       , CBBAACBACBCCAAACBB ACCBBBCACCABBCACBAABCCACBABACACBABAAABBAABABACBCAAAACACAACCCACBCCCCCBAABCABBACCBB, B , 37, 62, 1 , 76.00
cs-250 , 16829 , TIUPWLJYO    , QAMJERSHC    , ABCABABCCBACABABABACBCAABCBACBBABACBCBBBAACACCACBAACA CCBBCCAABACCBAACCBBAABCBABABBBCACCBBB ACABCAAC, C , 32, 66, 2 , 69.00
cs-250 , 18534 , FUCUCQI      , VGENLPOJCZK  , AAAAAACCAACACABBBBCCACABABABBCBCBACABCAABAABCCCBAABABCCCABCCACBBBCBCACABBCCAABCBCACBBACCBCCCCABCBCAA, C , 36, 64, 0 , 74.00
cs-250 , 12445 , OESDA        , XKTWO        , BBCABACBCAACCABBAABBBBAAACCCCBABACCABAACBCCBCBABBBCAAAACBBBCAACBCCBBAACBBBAACCBBBACABCCAACBBBAABACAA, C , 35, 65, 0 , 72.50
cs-250 , 10546 , HPTUPK       , PKLQQW       , BABC CBBBAABBAAAABCAACCCACAABAABABBBCAABCBBCAABCCCBBBBAACACCCCC ACCAAABABABBBBCAACBCCABBBA BACCCABCB, B , 36, 61, 3 , 75.50
cs-250 , 14709 , CYTVKX       , GZASDZ       , CCACACACAABCBAACCCBBCBCCBBCCABAACBABBCAAAAABAABBABBAAACCBBBACCBACACBAAACCBAACCBACCACBCCBBABAACCBBABB, C , 36, 64, 0 , 74.00
cs-250 , 18402 , PJGGFI       , LEVYL        , ACBABABBBAAAABACBBCABCACAABBCCCBACCABBCCCABBCCBACBCCABABBABCCBBBCCACABCCACCABCACBCACCAABCACA ABCBAAC, D , 28, 71, 1 , 62.50
cs-250 , 19963 , EZSWTNSZU    , ABCBJRU      , ACBCBAABCACBBBBBCBC BAAAABABCCABCCABCCC BBCBCAACABAAA BAAAACAABABABC ABBAACABCABACBBACCBAAAACCBABABC, C , 32, 64, 4 , 70.00
cs-250 , 17250 , UUXFWQ       , JHRVIQ       , AABCBCCBA ABAABBAABBACBBBBBABCABBBBCBCACBCCCBBACAAABBBBCBBBCCCCBCAABABACCCBBBBCCACAABBBBCABBACAACCBA, B , 37, 62, 1 , 76.00
cs-250 , 13260 , SRSJSVRA     , GNYVEHWJU    , ABBCBAAACACAABBBAAACCCA BBACCBAAACACABCCBCCAACAABBBBCABBAAACAACCBCCCCACB BBAACCACBBBACCCBBBABCCBBACB, C , 31, 67, 2 , 67.50
cs-250 , 16672 , JPGIYNE      , TWZHYS       , BAABBABACAACBBBBACCBABCAAAACCCCBBCACCBBAABBBACCCACCBBAABCCABBABBBBBABACACBBAABCACAABCABBBAAACACAABAC, C , 35, 65, 0 , 72.50
cs-250 , 11181 , RBETWGBTFI   , NXTWPHK      , BAABBCACABBBACAAACCABCCABAACACABBABCABBAACBCABCACCBBABABABACAACBBBABBACCCBACBCAABBCBBBACBABBAABCBCCB, C , 32, 68, 0 , 68.00
cs-250 , 17050 , DCOGWWF      , TEGFVXH      , BCBCBBCACAAABBAACACCCB ABABBBAACB BBBAABCCCAACABBABCBABCAABBCBC BACBBAAABBABBBACCCCCBAACBACACCABBCCB, C , 31, 66, 3 , 68.00
cs-250 , 10138 , UKAIHY       , VAOGWX       , CBAAACCCBABCCAABABCACBBABBCBCBABAACACACABCAAABABACACAAABAAACBABCBBBBCCBCABABAAABBCBACCCACCACABBBBACC, C , 33, 67, 0 , 69.50
cs-250 , 10676 , VALFMKI      , ZAORCI       , ABACBCAABAACAABACACCABCCABCBBCBBAABCAAABCAAABCCABBCABCCBBB BCBAABB BCAACCCC ACBACABBACBACCBBBCACBACB, C , 30, 67, 3 , 66.50
cs-250 , 12518 , EWEUIYE      , YEDKIPGV     , CABBAAABBACCCBBBBBCABBBBBBAABAABABBBBACACBCBCBABAABCBBACCAAACABCBCABABCBAAABCBCCCABBCBCCACBCBBBBBAAA, B , 40, 60, 0 , 80.00
cs-250 , 15664 , ZHGYTNB      , RCRELVV      , BAAABCCAAAAACCBACCBBAAAABAACC AAABCACCAACBBCABABCCBAAABBBBCBBCAA AAABBCACACBAAB ABCBABABCABCCCBBBAAA, B , 38, 59, 3 , 78.50
cs-250 , 11167 , MQQNX        , EWZIFGA      , ABCCBACABBCBCBBACCCBCBA ABBCBCCCCACCCCACBCCBACCCCBACBAAABCBBACACCACBCACBABABBCACBBBBBBCABACCBABACBBA, B , 40, 59, 1 , 80.50
cs-250 , 19329 , FPRMHSCWB    , YENXPWJ      , BBBCBBCBCABACBBCBBCBACBBACABBCACBBAABCBACBBBCCCBCAAAACBCABACBBBBBABCBBACCBBBA CAACBAABACACBBBACBCBBB, B , 38, 61, 1 , 77.50
cs-250 , 12762 , FFJKF        , ZLHHHUP      , ABABABBBCBAACABBCCAB CCAABBBBBBABBACBBABBABACCCACCBCCBBCBBA CAAAACABBACCCBACCBABCCAABCCBBCACCACCBCB , D , 27, 70, 3 , 62.00
cs-250 , 15436 , FTJJHLO      , AVBGQIV      , BCBCABCBBBBBAAAACCCACBCCACCABBABBCBBBBAABBCBBCABBACCABCCAAABCACACCBCCABBCCABCAACBCBAABCAAABBBBACBCAA, B , 38, 62, 0 , 77.00
cs-250 , 19761 , UYPZJIAN     , DCMZPF       , CAACBBBABBACACBBBCACBAABABBCCBABBBBCAAABBBCCCCABABBCAACBCCBBCABBCBABCCBABAACAABCCCAABAACBACCBAACABCA, C , 35, 65, 0 , 72.50
cs-250 , 12338 , EEPLPUD      , ARWJYMI      , CCACBCACABAACCBBBCCCAABAAC BBCBACAACBAACACCCCCBBBBABAACBABACCCBBCCAAAAACAACCAACBAAABAAAAA CCCACACBAC, B , 40, 58, 2 , 81.00
cs-250 , 14862 , KUROVVKY     , EINLRUUK     , ABABBCABBABBBCBACABCAABBACCBAACBCCABCCABA ABCCCACCCCBCABCBABACCCBABAABCBBCCABBCCABAABAACACBCCCBCABCC, B , 42, 57, 1 , 83.50
cs-250 , 10477 , GJGYKX       , ZDJXK        , CCCCBBCBC BAAAABBBCCACCBBCCBAACAABCCABACCCCCBAACCCBCABBCBABCCABCBAACBAACCBBACBCCBACBCBAABACCCCBBABBB, C , 31, 68, 1 , 67.00
cs-250 , 12615 , ACUDIHF      , WXHCZ        , AACCBCACAAABCCAACAACCACBBBCCABABAACBCBBBBAABABBBCABCCBAAAABBBAAABCCCCACABBAACABACAABCCACABBBBAB  CCC, B , 38, 60, 2 , 78.00
cs-250 , 14471 , ZXAOCEC      , XRSVSAFR     , CCABBBAABABAABAACCABBCBBAAABBABACCBBCBACACAACCACCCBAAABACBAABBCBACACBCBACABCBBACBACABBACACACCCBAAACC, C , 33, 67, 0 , 69.50
cs-250 , 11888 , GBPHEUO      , YLMUBVPSHT   , AAC BCBBBACACABBBACCCCBBBCCBACCBABBBAACCACABBACBAABAACCA ACCBCBB CBBCCACACCCABCBCBACABACBCAAAAACBACB, C , 34, 63, 3 , 72.50
cs-250 , 15836 , HPRZKHBN     , GNZWSNQNA    , ACBAABBABAAACCBBBACBACBCACBCAACCBCAAAAAACACAAABBBACBCCBABBBABBACCCACAACBAAACABCCCC BBACCAACCBACCBBBA, B , 41, 58, 1 , 82.00
cs-250 , 15430 , FSPNAM       , STRFCUNG     , CA ABCBBBBACAAACBCBAACBBAABBCBACAAACAACBAABBCBCCABAACCBBACCBACCAABCCCBB BBBCBACAACCAACBCACBAABBACABC, C , 32, 66, 2 , 69.00
cs-250 , 11389 , KOTMRB       , CCAWPX       , ABCABCCCAABAAABBABBACABAABCBBBCAACBAAABACABAAACBCCBBCAACBCBABACBBCABBCCCCBCBABBCBBBCAABABCBB BA BCBA, D , 27, 71, 2 , 61.50
cs-250 , 10023 , WIHEUCJ      , TJKEFNNQC    , BCCABCBBBAAACABBBCAACCBCBABBBABAAABBCCCCCCAABBCBBAAAAAAACAAABACBACCACABCBCACCBACCCCBCBCCCBBBABACACAC, C , 35, 65, 0 , 72.50
cs-250 , 11982 , EPCCZQIQCBFI , ZJTAMQHY     , CCBABCACAB ABAAACBAAAAAAAAACABCCAABBBACCCCACBCBCBCCABCAABABCCBCABACABCCBCBABBBBACCCBAAB CAACABACABAB, D , 27, 71, 2 , 61.50
cs-250 , 19946 , WCTLDH       , RGIEIMJG     , CAACAACCCBCABABBABBAABACBAACCBBCBBCBACCAABABBBCBCACBCCBCBCABCBBCC CCBAAABCACBBCBCCCCAABBABBCCBC BACB, C , 35, 63, 2 , 73.50
cs-250 , 15873 , QKTSGCWQBP   , NFNYWMMB     , BCACBCBABBBABCBACCACBCAAABACABBCABABCBAABCBCABAAACCACCBABCCBACACAABABBCCAAABCABBABBCBACCBBAABACBBBCB, C , 31, 69, 0 , 66.50
cs-250 , 19915 , VQQVHJP      , MSULVUYYC    , AACCACABAACCCCBACAACCAAABCCBCABABBAABBACBAACACAAABCBCCBBAACCACCCACAAACABACCBBABACCCAACACAAAACABBACCC, C , 36, 64, 0 , 74.00
cs-250 , 17181 , FWZTUAJYB    , BVHZOELD     , CABCAABCABAAABAABBBCBAACBABCCBCACCCCBBACCACACAACBCBBBBCCBBBBACAABBBCACBCBC ABBBBCBACCACC BACBBBACBBA, A , 43, 55, 2 , 85.50
cs-250 , 13463 , TMUTHDMMH    , BOILDOM      , BBBBBCBCABACCCACCABAABCBACCABAB ABCCABBCCBBBCABCCCBCACAACBABACACACCBCBBAA BCCCBBCABBBABBBBBBCABAABAA, C , 34, 64, 2 , 72.00
cs-250 , 16294 , WXHLYOSA     , RXGTXAR      , BCCCBAACCACCCABBABCBBABCBBBACCCCCCBABABBAAABCAAABACBBBCACBCABACAAACCABABBCCCCABCAACCAAAAACCCCBAABCAC, B , 40, 60, 0 , 80.00
cs-250 , 17111 , YBKCVRTP     , UOEEZWA      , BBACBACBAABBBAAAACBABACCACCBBBCCCABACBBCBAACCC CBABBABABCBABCBCBCAAAAACCCAAAAAABBAACCAACACBCAABCBBCA, B , 40, 59, 1 , 80.50
cs-250 , 17337 , ZEOACKD      , XYTJKOI      , CCCCBACBCBCACBACCCBB ABBABACCBCA CB CBCAAABABBCBBBACACAABCBBABBCAAACACCAAAACABAABABCBBCABACABCACCCBC, D , 26, 71, 3 , 60.50
cs-250 , 15776 , KIMOPRVKOO   , RRLNUJ       , CBABBBCBBAAAABBBCBBBACBABAABACCBCABBBBACACCBACBABACBCBABBAAACAAAAACCCAACACC AACBBCACACBAABABBCBACABC, B , 39, 60, 1 , 79.00
cs-250 , 18037 , GEZITBM      , GIAMKU       , CCBCBABBABBACCBAACBAABCBABBBCCCCCBCBBABBAAAAAABACBACAACBABBACCCCBBBBBCCCAAABCBBABCCCABCACC BBAACAABB, D , 27, 72, 1 , 61.00
cs-250 , 17358 , KXTCAJ       , BNNMB        , BACBACBBAABCCABBACACBBACBBCBBACCABBCBCACCBBAACACCAAABBCACCACAABACCCBBBABCCBCBABABCACABCABCBABCCACCBB, B , 37, 63, 0 , 75.50
cs-250 , 10971 , UGWZBPO      , JAVBUOMRV    , ACCAACBBCBAAACAACBBCBCAAAACAABBCBCBCACACBBCACACBBBBCBBCB ABABBBAABABBCAACCBBCACBAAAABAACBAAAACBBBABC, D , 29, 70, 1 , 64.00
cs-250 , 14888 , BXKFGYZM     , LTZSLZTS     , CABABCBCABCBCCAABBACABCCBBBBABBCAACCBBBCCAABAACCABBAABBBABBBACCBAACCBAABBABACCBBAABCBBBCACCBCCCCCBCA, C , 31, 69, 0 , 66.50
cs-250 , 12948 , LIFJEBCHV    , QHBMORS      , BAABBACABBACCABACCABCBABACAABCABCAACCCAABCBCACCCABBCBACBCBABCCCABBCAAAAACAAA AAAABCCBBAABACBAACCBBAC, B , 39, 60, 1 , 79.00
cs-250 , 16428 , SCWBHDMHZ    , DFMTWL       , BBABBCCBCACABCAC BBCACABABACCCBAACBACBACBACBACACCBBBABABBCACBCBBAACBBBBBBABBACBBBBABACBCBCBCCBACCCBA, C , 30, 69, 1 , 65.50
cs-250 , 11067 , SYGCQ        , RWHJOKGZTI   , CAABAAABCAACBBABAACAAABBBBBABCCACABBBABACBAAAAABAAA CBCBBCACBAACBCCBBBABAB CBABCBBCCAABB BAACCCCABAC, B , 41, 56, 3 , 83.00
cs-250 , 19639 , YYHGRT       , XPRIVHCU     , CACABBCBBBBBBBBCBCCBCAAAABABCCCCBCACABCCACABBAAABABBBABBABBABBBCBCCBAAAABAABBABCCCABCCC ABCCAAACCAAA, C , 34, 65, 1 , 71.50
cs-250 , 14122 , MGQNLPVBN    , MNMWQAK      , ABAABAAABAABBAACBCBCBBCCBACAACCABCCBABBABACABCBACCBC CBBABACBACCBCBBABACBBBCAACACBABCBCAABCCCCBABBCA, C , 31, 68, 1 , 67.00
cs-250 , 10079 , IXYZYT       , TNOXRG       , CCAABBACCBABCABBCBBCBCABACCCACCCCBBCCABABB ACCCBBCBBCCCBAAABBBCCCBABBBAABCCCCBBABCAACABCCABBABAAAAAA, C , 36, 63, 1 , 74.50
cs-250 , 15283 , RKBRE        , AXHDVBCL     , CBAAAACAAACCABBBAACBABCCABCB BCBAABCBBBABBCCACCBBCCCACCCBCCBACBABCCAACCABCBBBCBCBABBBABBCCCCBBCABCAC, C , 34, 65, 1 , 71.50
cs-250 , 12319 , DAYTRH       , JEYJOZOQT    , ACAABAABAAACBCBBACCCABCBACCCABCCABBCAACABABACABABAAAABCBACCBBACCCBCAABAC CCCABCCCACCCCABCCB CABCAABA, C , 30, 68, 2 , 66.00
cs-250 , 17426 , ADTWCVUEUELA , BGPEV        , BBB ABBBBACCABBBBBCABACBAABCAACACBBBCBBABABBACABACCBCACACBBCBABBBBBABCABCBCABCCBCACCBBAAAABBCBCCBA B, C , 33, 65, 2 , 70.50
cs-250 , 17366 , PAWMK        , BVPCXE       , ABABABACCBABBAAAACACACCCACCBCBAAAABAACCBCAACBBACBAABBACCCBACCBCCAABABBACCABCAABBBBBACCCABABAACCAAABC, C , 30, 70, 0 , 65.00
cs-250 , 19203 , YWPBYRVZ     , CXRZZF       , AACBAABABBBCAABABAACCBBABCABABABCCCCCCCBBBCCBAAAAACBACABBCBCAACAACAABBACCCCABBBBCCBCBBCBABCCABABCBAB, C , 34, 66, 0 , 71.00
cs-250 , 13407 , YQOPP        , REVMEEE      , BACAAAACABCACCACABCCBCCBACBBAAACACCBBBACBCAAABBCCAAAAACAABBBBCCBAAAACABCCCBBBAACCBCACABBAABAAABBCBAC, B , 41, 59, 0 , 81.50
cs-250 , 11822 , VFHYIF       , OBJKSGQL     , CBACABBACBACCAABBBBACBCCBACCBAAABABBBACBBBBCBBCCACBBBBBABBCCCABBCAACBABBBABABCBBCCAACBAABBABACBCBBBC, C , 33, 67, 0 , 69.50
cs-250 , 15512 , HIWWWKJJAYHS , VMOAR        , AAACAAAABBAACCBCAAACCAABBAAACCCCCCAABBCCCCACABBABABABBABAABBABBAACABAABABCCCBBBCABAABBABABCCBBBBCBAA, B , 38, 62, 0 , 77.00
cs-250 , 18422 , NIEOGR       , QQUND        , BCBAAAABAABABBBACCCACABBACCCCCBCCACACBAAAABBBCCCBABCBBCCBCCABCBBACBBAABABABBCBBCAAACCAAAAABCACABCACB, C , 36, 64, 0 , 74.00
cs-250 , 17320 , BVLIPKH      , LVFHXN       , BCABA AAAAAABABBBCCBCCAAAACBABBCCCBACACBBAABCCBBC BABBBBBBABCABCBBACCACABBACBCBACCBCBCCCBAABCCABBBBA, C , 32, 66, 2 , 69.00
cs-250 , 10062 , RHZITVJDP    , ZHREJLCVK    , CACCBCBAABACBABBABA BAABAABCAACBCABACABBBBABBCCACAABBCCCACACABCCBCACBAABBBBABBABCCABCBBBBABACBBCCBBA, C , 35, 64, 1 , 73.00
